Transaction_ID,Product_Code,Category,Quantity,Unit_Price,Order_Date,Status,Discount (%),Notes
1824,E-500,Jardin,2,322.76,29-07-2024,En préparation,0.07,Commande standard - lot 5
1213,E-500,Sport,8,446.26,05/18/2023,Annulé,0.24,Commande standard - lot 6
1080,F-600,Informatique,3,150.25,02/12/2023,Livré,0.06,Commande standard - lot 2
1149,B-200,Electroménager,999,194.57,06-02-2023,Retourné,0.08,
1303,F-600,Jardin,8,393.76,date inconnue,Retourné,0.2,Commande standard - lot 3
1866,B-200,Jouets,8,62.01,2023-04-29,En attente,0.13,Commande standard - lot 17
1329,C-300,Jouets,8,93.79,2023-01-30,Livré,0.13,Commande standard - lot 16
1930, C-300 ,Jardin,3,299.06,2023-11-29,Expédié,0.27,
1345,E-500,Jardin,-5,,08/07/2024,Livré,0.15,Commande standard - lot 11
1546, F-600 ,Automobile,6,163.97,14-10-2024,Annulé,0.05,Commande standard - lot 7
1507,A-100,Electroménager,2,250.72,13-04-2023,En attente,0.23,Commande standard - lot 4
1134, E-500 ,Maison,1,282.98,05/18/2024,Retourné,10%,Commande standard - lot 10
1553,C-300,Electroménager,4,375.0,2024-08-04,Expédié,,
1312,E-500,Jardin,4,59.52,2024-02-27,En attente,0.06,Commande standard - lot 6
9001,D-400,Automobile,2,15527.000000000002,05/20/2023,Livré ,0.0,Commande standard - lot 10
1568,F-600,Jouets,2,346.57,06/26/2024,En attente,0.27,Commande standard - lot 19
1001,F-600,Jouets,5,371.63,2023-02-02,Expédié,,Commande standard - lot 18
1317,F-600,Electroménager,5,273.51,24-03-2023,Livré,0.03,Commande standard - lot 20
1712,F-600,Informatique,6,165.39,date inconnue,annulé,0.05,Commande standard - lot 8
1550,D-400,Maison,1,462.47,08/30/2023,Expédié,0.1,
1618,G-700,Maison,1,90.27,10/30/2024,En attente,0.3,Commande standard - lot 14
1535,C-300,Jardin,6,202.56,06-11-2023,Livré,0.23,Commande standard - lot 14
1480,F-600,Automobile,6,485.94,2024-08-20,Retourné,0.17,Commande standard - lot 8
1779,F-600,Jouets,1,422.3,30-04-2023,En préparation,0.24,Commande standard - lot 11
1173,C-300,Automobile,2,373.14,02-03-2024,retourné,0.15,Commande standard - lot 2
1126,E-500,Maison,7,466.37,04-07-2023,annulé,0.25,
1425,G-700,Jardin,8,,date inconnue,Retourné,0.12,
1423,D-400,Sport,1,230.87,11/01/2023,Annulé,0.13,Commande standard - lot 6
1555,F-600,Maison,9,137.43,02/25/2023,En attente,0.29,Commande standard - lot 18
1910,C-300,Jouets,3,342.11,02-04-2023,Annulé,0.06,Commande standard - lot 8
1091,D-400,Jardin,4,467.21,06/13/2023,Annulé,0.14,Commande standard - lot 19
1946,C-300,Maison,4,375.15,04-01-2024,Annulé,0.04,Commande standard - lot 2
1182,B-200,Jouets,3,92.53,date inconnue,Livré,0.23,Commande standard - lot 14
1275,E-500,Maison,9,309.07,05/24/2024,En préparation,0.14,Commande standard - lot 7
1902,B-200,Maison,8,140.23,2023-09-27,Retourné,0.16,Commande standard - lot 16
1070,F-600,Sport,8,406.43,28-03-2023,Retourné,0.05,Commande standard - lot 10
1292,F-600,Jardin,9,,2024-01-13,Annulé,0.3,Commande standard - lot 15
1132,C-300,Jardin,2,321.36,2024-08-24,Livré,0.28,Commande standard - lot 5
1301,C-300,Electroménager,5,34.73,2024-03-27,En attente,0.16,Commande standard - lot 20
1584,G-700,Electroménager,2,298.74,29-04-2024,Retourné,,Commande standard - lot 14
1327,G-700,Informatique,7,300.98,06/21/2024,Expédié,10%,Commande standard - lot 9
1145,D-400,Sport,7,477.45,date inconnue,expédié,0.09,Commande standard - lot 14
1426,A-100,Informatique,6,45.86,2024-03-24,En attente,10%,
1585,C-300,Automobile,3,436.36,07/29/2024,Annulé,0.17,Commande standard - lot 3
1136,F-600,Automobile,4,177.55,2023-05-01,En préparation,0.05,Commande standard - lot 7
1667,E-500,Jouets,3,398.8,03-06-2024,En attente,0.21,Commande standard - lot 8
1165,G-700,Jouets,4,150.98,03/17/2023,En préparation,0.1,Commande standard - lot 16
1029,A-100,Maison,4,378.35,21-01-2023,En préparation,0.08,Commande standard - lot 20
1937,C-300,Informatique,4,292.62,2023-08-19,Expédié,0.0,Commande standard - lot 12
1194,E-500,Jouets,8,,04/10/2024,Annulé,0.03,Commande standard - lot 1
1998,D-400,Informatique,3,128.64,01/22/2023,livré,0.08,Commande standard - lot 13
1751, G-700 ,Electroménager,10,471.05,2024-03-09,en préparation,0.08,Commande standard - lot 18
1170,B-200,Informatique,4,494.2,2024-10-04,Annulé,0.12,Commande standard - lot 9
1491,G-700,Jouets,3,208.7,2024-12-12,livré,0.05,Commande standard - lot 14
1141,A-100,Maison,4,110.64,15-06-2024,en attente,0.04,
1174,E-500,Electroménager,5,264.52,2023-07-25,en préparation,0.14,Commande standard - lot 4
1007,F-600,Maison,9,314.52,2023-07-23,Livré,.5,Commande standard - lot 1
1851,E-500,Automobile,8,73.42,11/16/2024,Annulé,0.24,Commande standard - lot 10
1636,G-700,Automobile,3,283.11,13-07-2024,Livré,0.26,Commande standard - lot 11
1074,F-600,Jardin,6,146.04,2024-06-30,Livré,0.17,Commande standard - lot 10
1688,D-400,Jardin,8,166.38,2023-07-30,En préparation,0.11,Commande standard - lot 14
1984,D-400,Jouets,3,,06/15/2024,En préparation,0.04,Commande standard - lot 2
1239,D-400,Automobile,2,15527.000000000002,05/20/2023,Livré ,0.0,Commande standard - lot 10
1146,D-400,Electroménager,9,44.12,09-06-2023,Livré,0.21,Commande standard - lot 8
1799,B-200,Automobile,1,235.11,2024-12-12,Expédié,0.27,Commande standard - lot 5
1235,C-300,Sport,8,308.76,21-06-2023,Livré,0.1,Commande standard - lot 10
1221,A-100,Maison,8,301.15,06-01-2023,Retourné,10%,Commande standard - lot 11
1478,A-100,Informatique,10,230.44,2023-11-07,Livré,0.01,Commande standard - lot 9
1881,D-400,Informatique,4,287.65,11/27/2023,En préparation,0.17,
1133,C-300,Maison,2,212.03,07/10/2023,Retourné,0.09,Commande standard - lot 15
1999,G-700,Informatique,1,148.5,01/19/2023,Annulé,.5,Commande standard - lot 6
1844,B-200,Jardin,8,408.54,2024-10-11,Retourné,0.26,Commande standard - lot 19
1186,E-500,Jouets,3,,14-04-2023,Annulé,0.22,
1042,A-100,Jardin,1111,97.85,10/02/2024,Expédié,0.04,Commande standard - lot 20
2000,A-100,Sport,7,384.21,04/03/2024,Livré,0.28,Commande standard - lot 11
1109, G-700 ,Maison,8,412.56,2023-10-10,Retourné ,0.27,Commande standard - lot 3
1924,A-100,Electroménager,6,34.21,02-01-2023,En préparation,0.06,
1057,F-600,Informatique,1,12.81,07-03-2024,Expédié,0.15,Commande standard - lot 2
1531,E-500,Automobile,10,321.7,14-08-2023,En préparation ,0.06,
1873,G-700,Electroménager,6,189.13,09/10/2023,En attente,.5,
1604,C-300,Informatique,4,81.3,01/06/2023,En préparation,0.2,Commande standard - lot 8
1867,G-700,Informatique,4,150.34,02-08-2023,Expédié,0.03,Commande standard - lot 10
1025,B-200,Jardin,8,384.08,10/09/2023,Expédié,0.05,Commande standard - lot 5
1651,F-600,Automobile,9,131.37,07/16/2024,retourné,0.13,
1449,C-300,Informatique,2,193.2,27-08-2024,En préparation,0.24,Commande standard - lot 20
1534,C-300,Electroménager,1111,5.32,18-10-2023,Retourné,0.22,Commande standard - lot 3
1623, C-300 ,Jouets,2,379.71,12/05/2023,Retourné,,Commande standard - lot 17
1754,D-400,Sport,6,205.57,20-06-2023,en attente ,0.03,Commande standard - lot 13
1933,C-300,Jouets,10,20.84,2024-05-19,En attente,0.21,Commande standard - lot 12
1339,F-600,Informatique,2,422.79,10-03-2024,En attente,0.19,Commande standard - lot 16
1052,G-700,Automobile,6,378.3,11/21/2024,Annulé,,Commande standard - lot 15
1668,D-400,Automobile,1,37.01,date inconnue,En attente,0.2,
1519,C-300,Informatique,4,,2023-05-03,En attente,0.19,Commande standard - lot 1
1927,B-200,Informatique,5,364.05,2023-02-16,Livré,0.27,Commande standard - lot 12
1637,G-700,Automobile,8,117.7,12/21/2024,Livré,0.24,Commande standard - lot 17
1265,D-400,Jouets,5,17.97,12-09-2024,Annulé,0.14,Commande standard - lot 20
1540, E-500 ,Informatique,2,32.55,2023-07-08,Annulé,0.04,
1716,F-600,Maison,5,104.79,12/01/2023,en attente,,Commande standard - lot 17
1960,E-500,Jouets,2,87.67,date inconnue,Retourné,0.11,Commande standard - lot 9
1953,F-600,Jouets,3,443.71,31-08-2024,annulé,0.27,Commande standard - lot 20
1880,E-500,Automobile,10,305.02,2024-10-25,En préparation,0.22,
1450,E-500,Jardin,1,471.73,2024-04-11,Annulé,0.1,Commande standard - lot 4
1019,C-300,Jouets,2,103.79,2023-08-22,Expédié,0.11,Commande standard - lot 18
1721,F-600,Maison,1,80.88,2023-01-31,En attente,10%,Commande standard - lot 3
1486,C-300,Jouets,7,409.69,26-05-2024,Livré,.5,Commande standard - lot 5
1571, B-200 ,Jouets,4,160.61,10/22/2023,En attente,0.23,Commande standard - lot 9
9006,F-600,Maison,9,67.53,06-02-2024,Livré,.5,
1368,A-100,Jardin,4,266.0,04/24/2024,Expédié,0.25,Commande standard - lot 10
1084,E-500,Maison,7,17.83,2024-07-29,Livré,0.3,Commande standard - lot 5
1062,G-700,Automobile,10,,12/11/2024,Expédié,.5,Commande standard - lot 19
1440,E-500,Jouets,7,462.54,08/09/2024,En préparation,.5,Commande standard - lot 16
1273, A-100 ,Jardin,3,351.42,11-04-2024,Annulé ,0.25,Commande standard - lot 18
1286, D-400 ,Informatique,10,174.39,2024-11-16,Retourné,0.17,Commande standard - lot 6
1361,D-400,Jardin,6,,23-06-2023,En attente,0.04,
1355,D-400,Automobile,6,413.08,12/27/2023,Annulé,0.19,Commande standard - lot 15
1995,E-500,Jardin,3,255.37,21-11-2023,Expédié,0.08,Commande standard - lot 17
1279, F-600 ,Jardin,2,475.61,04/25/2023,Expédié,10%,Commande standard - lot 17
1013,E-500,Electroménager,6,427.1,2023-03-24,Expédié,0.07,Commande standard - lot 20
1183,F-600,Jardin,8,18969.0,2024-06-27,Expédié,0.04,Commande standard - lot 19
1369, E-500 ,Electroménager,1,235.0,12/30/2023,annulé,0.05,Commande standard - lot 3
1495,A-100,Automobile,5,198.37,2024-11-21,Livré,0.18,Commande standard - lot 19
1802, G-700 ,Electroménager,1,86.64,2023-03-25,Retourné,0.11,Commande standard - lot 20
1224,G-700,Sport,7,306.47,15-02-2024,Retourné,0.19,Commande standard - lot 7
1576,D-400,Informatique,5,247.66,07/10/2024,livré,0.29,Commande standard - lot 14
1704,B-200,Jardin,999,473.29,date inconnue,en attente,,Commande standard - lot 10
1588,B-200,Automobile,-8,38.19,2023-07-12,retourné,0.02,Commande standard - lot 8
1548,C-300,Sport,3,437.62,06/13/2024,expédié,0.28,Commande standard - lot 9
1676, E-500 ,Jouets,6,263.23,10/17/2023,En préparation,0.02,
1757,E-500,Automobile,8,25583.0,29-12-2024,livré,0.1,Commande standard - lot 12
1177,F-600,Jouets,5,129.74,09/30/2024,annulé,0.19,Commande standard - lot 10
1670,C-300,Sport,1,488.79,15-06-2023,En préparation,0.19,Commande standard - lot 4
1632,D-400,Maison,10,99.99,11-06-2023,Retourné,0.23,Commande standard - lot 9
1590,G-700,Jouets,7,142.23,11/15/2024,En préparation,0.04,Commande standard - lot 1
1523,F-600,Electroménager,9,488.29,2023-08-20,Livré,0.19,Commande standard - lot 3
1394,B-200,Sport,10,474.93,07/20/2024,Expédié,0.29,Commande standard - lot 8
1164,G-700,Jouets,6,38.56,2023-01-02,En attente,0.11,Commande standard - lot 16
1249,B-200,Informatique,2,418.97,19-12-2024,livré,10%,Commande standard - lot 16
1639,A-100,Automobile,2,48.43,2023-07-15,Retourné,0.2,
1892,A-100,Maison,9,351.66,10/13/2023,en attente,0.06,Commande standard - lot 1
1674, E-500 ,Sport,2,177.78,04/13/2023,En préparation,0.16,Commande standard - lot 15
1376,D-400,Jouets,6,312.81,11/14/2024,En préparation,0.15,Commande standard - lot 18
1413,D-400,Electroménager,8,197.12,01/19/2024,Annulé,0.15,Commande standard - lot 13
1075,G-700,Sport,7,73.51,16-01-2024,Expédié,0.13,Commande standard - lot 14
1114,F-600,Jardin,4,123.47,22-04-2024,Retourné,0.29,Commande standard - lot 11
1573,F-600,Automobile,2,432.93,04/30/2023,Expédié,0.14,Commande standard - lot 3
1644,E-500,Jardin,-1,429.46,03/08/2023,Retourné,0.14,Commande standard - lot 9
1391,E-500,Jouets,9,380.02,02-05-2024,expédié,10%,Commande standard - lot 8
1105,C-300,Sport,8,382.12,25-03-2023,En attente,0.27,Commande standard - lot 18
1115,B-200,Jardin,1,134.08,03/03/2024,En préparation,0.28,Commande standard - lot 16
1418,C-300,Maison,4,222.15,date inconnue,En préparation,10%,Commande standard - lot 12
1714,F-600,Electroménager,1,25.88,21-05-2023,Livré,10%,Commande standard - lot 16
1458,A-100,Sport,5,47289.0,06/15/2024,Retourné,0.3,Commande standard - lot 17
1410,C-300,Jouets,10,103.57,26-09-2023,En préparation,10%,Commande standard - lot 4
1093,E-500,Sport,5,143.46,2023-05-02,Expédié,0.06,Commande standard - lot 17
1979,F-600,Maison,6,351.02,date inconnue,Retourné,0.02,Commande standard - lot 19
1090,D-400,Jardin,4,163.06,2024-02-13,Livré,0.04,
1337,B-200,Jardin,2,262.27,23-10-2023,retourné,0.09,Commande standard - lot 15
1997,A-100,Electroménager,8,348.33,2024-09-04,livré,0.1,Commande standard - lot 4
1928,D-400,Automobile,4,34.94,2024-03-21,Retourné,0.27,Commande standard - lot 17
1940,G-700,Electroménager,5,456.49,30-07-2024,Annulé,0.18,Commande standard - lot 6
1852,B-200,Maison,10,216.91,2023-01-07,Expédié,0.02,Commande standard - lot 4
1598,F-600,Informatique,5,74.51,07/12/2023,En préparation,0.17,Commande standard - lot 17
1616, G-700 ,Maison,9,271.11,2023-05-07,En attente,0.23,Commande standard - lot 13
1095,D-400,Maison,6,399.39,28-01-2023,En attente,0.02,Commande standard - lot 17
1012,G-700,Informatique,7,34.02,09/29/2023,Livré,0.05,Commande standard - lot 2
1397,F-600,Maison,7,442.55,12/25/2024,Livré,0.0,Commande standard - lot 1
1536,E-500,Maison,2,95.77,2023-04-09,Annulé,0.13,Commande standard - lot 14
1044,B-200,Sport,9,387.47,06/03/2024,Expédié,0.04,Commande standard - lot 12
1043,G-700,Informatique,5,496.17,01-05-2023,En préparation,0.29,Commande standard - lot 18
1330,F-600,Maison,1111,33.96,05/19/2023,en préparation,0.09,Commande standard - lot 3
1168,F-600,Informatique,6,135.33,03-10-2023,Expédié,0.12,Commande standard - lot 8
1500,F-600,Jouets,-9,83.31,date inconnue,En attente,0.25,
1883,F-600,Jouets,5,472.14,01-12-2024,Annulé,0.04,
1602,E-500,Jouets,7,382.77,03/07/2024,Livré,,Commande standard - lot 10
1762,A-100,Maison,5,392.82,2023-06-06,Retourné,0.02,Commande standard - lot 16
1101,F-600,Sport,1,92.02,02/11/2024,En préparation,.5,Commande standard - lot 4
1427,C-300,Jouets,7,,03/27/2024,En préparation ,0.25,Commande standard - lot 4
1179,D-400,Jouets,3,133.42,06-02-2023,Retourné,0.19,Commande standard - lot 12
1445,F-600,Automobile,-6,,30-11-2023,En attente,0.28,Commande standard - lot 16
1417,C-300,Maison,7,10.89,06/02/2023,En préparation,0.23,Commande standard - lot 15
1838,A-100,Jouets,-6,468.84,03-06-2023,Expédié,0.17,Commande standard - lot 20
1889, D-400 ,Jardin,9,,04/15/2023,En préparation,0.08,Commande standard - lot 1
1663,E-500,Informatique,7,171.82,2023-06-13,livré,0.09,Commande standard - lot 6
1178,F-600,Electroménager,6,134.27,2023-11-02,En préparation,,Commande standard - lot 20
1396,C-300,Informatique,1,129.19,2024-10-09,Annulé,0.03,Commande standard - lot 5
1681,C-300,Jouets,7,346.3,06/12/2023,Expédié,0.28,Commande standard - lot 18
1800,A-100,Sport,4,,2024-07-10,En préparation,0.16,Commande standard - lot 2
1969,G-700,Informatique,6,489.94,2023-06-06,En préparation,0.3,Commande standard - lot 19
1689,C-300,Informatique,7,153.66,09/30/2024,Expédié,0.13,Commande standard - lot 1
1384,E-500,Automobile,5,34.67,2023-12-29,Expédié,.5,Commande standard - lot 8
1965,E-500,Jouets,3,18.26,10/08/2024,En préparation,0.2,Commande standard - lot 8
1617,E-500,Automobile,4,184.77,10-10-2024,Livré,0.09,Commande standard - lot 6
1258,A-100,Jardin,7,329.43,25-12-2023,En attente,0.05,Commande standard - lot 3
1336,E-500,Informatique,5,,08-08-2023,Retourné,0.25,Commande standard - lot 14
1016,F-600,Informatique,5,139.81,28-07-2023,Retourné,0.19,Commande standard - lot 2
1634,D-400,Electroménager,4,189.87,30-11-2023,Annulé,0.02,Commande standard - lot 16
1325, C-300 ,Sport,4,,20-08-2024,En préparation,0.2,Commande standard - lot 17
1891, C-300 ,Automobile,2,182.08,2023-06-17,Retourné,.5,Commande standard - lot 8
1223,G-700,Jouets,3,226.06,08-08-2023,En attente,0.12,Commande standard - lot 3
1180,E-500,Informatique,9,133.03,07-07-2023,Livré,0.27,Commande standard - lot 19
1992,B-200,Electroménager,3,,2023-06-27,Retourné,.5,Commande standard - lot 5
1023, C-300 ,Automobile,4,17.09,03/16/2023,En attente,0.04,Commande standard - lot 4
1357,G-700,Electroménager,7,418.17,date inconnue,Expédié,0.06,Commande standard - lot 6
1671, C-300 ,Jardin,10,193.74,2023-07-07,Livré,0.12,Commande standard - lot 3
1868,B-200,Maison,1,74.6,date inconnue,Retourné,.5,Commande standard - lot 7
1341,F-600,Maison,10,262.37,28-10-2023,En attente,0.29,
1432,A-100,Electroménager,5,44.3,2023-07-26,En attente ,0.22,Commande standard - lot 9
1954,E-500,Maison,4,71.32,2024-04-16,Livré,0.28,
1859,G-700,Automobile,10,76.22,08-01-2024,En préparation,0.08,Commande standard - lot 15
1204,E-500,Sport,1,322.92,10-02-2023,Livré,0.01,Commande standard - lot 12
1635,F-600,Electroménager,7,143.67,2023-04-14,Retourné,0.26,
1094, A-100 ,Informatique,6,447.1,2023-11-23,En attente,0.16,Commande standard - lot 10
1970,B-200,Jouets,3,191.63,2023-12-12,Livré,0.14,Commande standard - lot 3
1069,D-400,Electroménager,6,428.37,18-04-2024,Annulé,,Commande standard - lot 19
1627,B-200,Maison,1,38.26,2024-07-04,Expédié,0.28,Commande standard - lot 8
1285,D-400,Jardin,8,289.47,04/20/2023,Annulé,0.19,Commande standard - lot 16
1811,D-400,Jouets,1,321.35,2023-07-29,En préparation,0.27,Commande standard - lot 8
1435,B-200,Sport,4,104.69,01/04/2024,En attente,0.25,Commande standard - lot 1
1154,D-400,Maison,4,49.76,22-12-2024,annulé,0.11,Commande standard - lot 10
1076,A-100,Informatique,8,201.24,03/25/2023,en préparation,0.04,Commande standard - lot 16
1972,G-700,Jardin,1,287.6,2024-01-31,Livré,,Commande standard - lot 19
1447,D-400,Informatique,4,49.27,06/14/2023,En attente,0.04,Commande standard - lot 18
1189,D-400,Electroménager,-1,167.69,02-10-2023,Expédié,0.25,Commande standard - lot 16
1272,B-200,Jardin,8,126.13,2024-07-24,Expédié,0.17,Commande standard - lot 11
1237, A-100 ,Jardin,9,498.03,28-03-2023,En attente,0.25,
1488,G-700,Informatique,4,248.84,27-03-2023,Retourné,0.07,
1118, C-300 ,Automobile,7,52.68,06/23/2024,Livré,0.3,Commande standard - lot 3
1825,F-600,Automobile,1,449.14,2023-05-01,Retourné,,Commande standard - lot 5
1513,D-400,Automobile,1,109.1,10/10/2024,En préparation ,0.01,Commande standard - lot 12
1801,D-400,Automobile,4,49.24,08-03-2024,Retourné,0.25,
1596,G-700,Electroménager,2,136.98,date inconnue,Annulé,0.0,Commande standard - lot 12
1127,G-700,Jardin,8,81.3,04-04-2024,En attente,0.01,Commande standard - lot 18
1117,A-100,Electroménager,4,335.04,2024-05-14,Expédié,,Commande standard - lot 18
1474, A-100 ,Jouets,6,54.88,01/08/2024,livré,0.11,Commande standard - lot 19
1698,E-500,Automobile,999,173.86,date inconnue,Annulé,0.03,Commande standard - lot 5
1058,F-600,Automobile,9,,02/16/2024,retourné,0.04,Commande standard - lot 20
1679,F-600,Jouets,4,27.39,04/30/2023,Expédié,0.12,Commande standard - lot 13
1919, D-400 ,Electroménager,9,287.96,04/17/2024,Livré,0.03,Commande standard - lot 16
1370,D-400,Maison,6,313.79,2023-07-11,en préparation,0.01,Commande standard - lot 1
1269,F-600,Informatique,10,209.71,27-08-2024,En préparation,0.05,Commande standard - lot 3
1047,D-400,Jouets,8,317.42,04/03/2023,Expédié,0.01,Commande standard - lot 2
1350,B-200,Informatique,1,92.11,2024-05-12,Expédié,0.12,Commande standard - lot 3
1196,G-700,Jouets,10,296.71,05-01-2023,retourné,0.28,Commande standard - lot 19
9007,C-300,Jouets,7,409.69,26-05-2024,Livré,.5,Commande standard - lot 5
1947,C-300,Jouets,3,251.52,2023-04-16,Livré ,0.1,
1742,B-200,Automobile,8,466.58,18-09-2023,Expédié,.5,Commande standard - lot 9
1264,F-600,Sport,3,329.83,11-03-2023,Annulé,0.23,Commande standard - lot 14
1444,D-400,Maison,1111,444.55,06/27/2024,Retourné,0.15,Commande standard - lot 1
1680,A-100,Sport,4,341.8,2023-11-14,Retourné,0.08,Commande standard - lot 16
1305,A-100,Jouets,10,323.49,2024-04-05,Expédié,0.2,Commande standard - lot 18
1342,D-400,Electroménager,7,22.81,07-11-2023,En préparation,0.2,Commande standard - lot 18
1603,E-500,Sport,4,333.39,date inconnue,Expédié,0.0,Commande standard - lot 6
1975,B-200,Jardin,10,205.96,2023-08-09,En préparation,0.06,Commande standard - lot 13
1150,C-300,Jouets,1,477.27,10/17/2023,livré,0.22,Commande standard - lot 12
1125,D-400,Maison,1,403.02,28-10-2024,En préparation,0.12,Commande standard - lot 16
1893,G-700,Jardin,2,466.02,12/17/2024,Annulé,0.22,Commande standard - lot 15
1829,A-100,Electroménager,10,41.22,date inconnue,En attente,0.19,Commande standard - lot 2
1051, F-600 ,Jouets,1,367.52,2024-03-01,en préparation,0.25,Commande standard - lot 16
1354,A-100,Jardin,5,152.22,25-03-2024,Livré,10%,Commande standard - lot 16
1934, F-600 ,Informatique,2,340.38,2023-01-13,Retourné,0.06,
1143,E-500,Automobile,4,296.84,2023-11-19,En préparation,0.23,Commande standard - lot 10
1471,B-200,Electroménager,4,30056.0,10/16/2023,Expédié,0.23,Commande standard - lot 8
1400,C-300,Jouets,10,201.06,2024-05-20,Annulé,0.18,Commande standard - lot 5
1630,A-100,Jardin,10,244.22,28-09-2023,En préparation,0.23,Commande standard - lot 1
1321,C-300,Electroménager,4,291.46,12-05-2024,Retourné,0.24,Commande standard - lot 9
1020,C-300,Electroménager,5,58.66,11/18/2023,Annulé,0.13,Commande standard - lot 18
1907,C-300,Informatique,6,,17-12-2024,retourné,0.15,
1804,E-500,Electroménager,6,17.99,date inconnue,Livré,0.08,Commande standard - lot 13
1815,F-600,Electroménager,10,176.17,date inconnue,annulé,0.16,Commande standard - lot 13
1408, G-700 ,Maison,4,38.86,12/09/2024,Annulé,0.1,
1538,G-700,Sport,8,493.16,25-10-2023,En attente,0.22,Commande standard - lot 17
1870,C-300,Maison,9,462.39,date inconnue,Expédié,,Commande standard - lot 2
1039,F-600,Informatique,7,136.49,date inconnue,Livré,0.09,Commande standard - lot 9
1176,G-700,Informatique,4,,2024-11-29,En attente,10%,Commande standard - lot 10
1246,G-700,Jardin,4,176.92,22-01-2023,En attente,0.09,Commande standard - lot 7
1835,B-200,Electroménager,1,447.66,15-04-2023,En préparation,0.25,Commande standard - lot 20
1846,G-700,Electroménager,4,356.75,date inconnue,Retourné,0.18,Commande standard - lot 10
1760,A-100,Electroménager,5,457.99,2023-04-27,Retourné,0.29,Commande standard - lot 18
1865,C-300,Jouets,9,7.43,04-08-2023,Annulé,0.22,
1155,C-300,Informatique,1,277.31,2023-05-24,expédié,0.21,Commande standard - lot 3
1288,D-400,Jardin,10,161.72,11/08/2023,Retourné,10%,Commande standard - lot 13
1614,C-300,Sport,8,197.57,date inconnue,Livré,0.16,Commande standard - lot 13
1570,E-500,Jouets,8,296.1,11/01/2023,livré,0.09,Commande standard - lot 6
1820,G-700,Jardin,4,456.8,2024-02-22,En préparation,0.14,Commande standard - lot 20
1018,C-300,Informatique,2,487.05,2023-08-31,En préparation ,0.24,Commande standard - lot 8
1128,E-500,Electroménager,2,325.26,24-11-2024,En attente,0.07,Commande standard - lot 18
1323,C-300,Sport,1,226.97,2023-05-05,En attente,0.29,Commande standard - lot 17
1256,A-100,Electroménager,6,114.29,02/07/2024,Annulé,0.1,Commande standard - lot 2
1988,B-200,Electroménager,5,254.7,10-02-2024,expédié,0.27,Commande standard - lot 9
1973,A-100,Jouets,2,40.65,12/17/2023,En attente,0.3,Commande standard - lot 15
1191,D-400,Electroménager,7,11.12,13-08-2024,Annulé,0.19,Commande standard - lot 8
1116,F-600,Jardin,8,361.56,09-07-2024,Expédié,0.0,Commande standard - lot 8
1621, F-600 ,Jouets,7,39.83,2024-07-04,Retourné,10%,Commande standard - lot 2
1607,D-400,Jardin,9,344.6,2023-01-13,livré,10%,Commande standard - lot 13
1181,C-300,Electroménager,8,312.22,03-05-2023,En attente,0.1,Commande standard - lot 15
1302,F-600,Jardin,5,129.05,02-06-2023,retourné ,0.12,
1765, B-200 ,Maison,6,334.7,11/14/2023,expédié,0.06,Commande standard - lot 13
1718,B-200,Maison,1,252.3,04/13/2024,Annulé,0.2,Commande standard - lot 3
1729, G-700 ,Jouets,10,24770.0,date inconnue,En attente,0.25,Commande standard - lot 4
1690,F-600,Sport,3,82.15,2023-07-22,En attente,0.18,Commande standard - lot 17
1666,G-700,Sport,9,261.69,01-02-2024,Livré,0.27,Commande standard - lot 11
1518,F-600,Jardin,10,195.87,16-04-2023,Livré,0.19,Commande standard - lot 14
1993,A-100,Maison,8,371.99,04/04/2023,Retourné,0.02,Commande standard - lot 14
1046,A-100,Sport,6,265.35,24-02-2024,en préparation,0.02,Commande standard - lot 18
1916, C-300 ,Jardin,9,458.57,12-02-2023,annulé,0.09,Commande standard - lot 18
1158,B-200,Automobile,9,182.76,02-08-2024,Livré,0.23,
1750, C-300 ,Informatique,2,278.65,09/19/2023,En préparation,0.09,Commande standard - lot 8
1172,F-600,Sport,8,306.28,date inconnue,Livré ,0.1,Commande standard - lot 10
1017,A-100,Informatique,5,282.65,2024-12-08,annulé,0.11,Commande standard - lot 2
1512,G-700,Electroménager,5,,2023-04-16,En attente,0.02,Commande standard - lot 7
1049,G-700,Maison,9,295.85,09/14/2023,Livré,0.17,Commande standard - lot 10
1980,F-600,Sport,7,298.81,2023-12-25,En préparation,0.02,Commande standard - lot 10
1847,G-700,Electroménager,4,447.46,date inconnue,Expédié,0.1,Commande standard - lot 2
1516,E-500,Sport,5,219.57,10/06/2023,annulé,0.25,Commande standard - lot 2
1830,F-600,Jouets,5,301.42,date inconnue,En attente,0.04,
1481,C-300,Sport,7,187.48,07/05/2023,En préparation,0.08,Commande standard - lot 6
1284,G-700,Jardin,2,235.37,09/23/2024,Livré,0.14,
1724,F-600,Maison,7,462.74,06-07-2024,En préparation,0.1,Commande standard - lot 6
1685,A-100,Sport,1,188.33,2023-08-28,en attente,0.23,
1226, E-500 ,Jouets,2,281.76,2023-10-11,Annulé,10%,Commande standard - lot 17
1027,G-700,Informatique,8,,11/26/2024,Retourné,.5,Commande standard - lot 19
1788,G-700,Jouets,4,129.8,03-03-2023,En attente,0.05,Commande standard - lot 16
1438,G-700,Jouets,6,349.75,2023-09-10,en attente,0.19,Commande standard - lot 15
1959,F-600,Informatique,4,62.59,07-08-2023,Expédié,0.27,Commande standard - lot 1
